,Cluster,age,Years_Enrolled,age_divide,Recency,Income,Total_Expenses,Savings,economic_status,Qualification,togetherness,family,children,Kidhome,MntWines,Teenhome,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Ttl_Campaign,Ttl_no_Purchase,Deals_Purchase_Ratio,Store_Purchase_Ratio,Web_Purchase_Ratio,Catalogue_Purchase_Ratio,avg_web_visits,Ttl_place_purchase
1260,Lowest,53,10,MiddleAge,frequent,19656.0,88,19568.0,Low,Graduate,yes,yes,1,1,25,0,4,9,6,8,32,3,2,1,3,7,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.5833333333333334,9
1261,Lowest,75,10,Elderly,not frequent,45579.0,184,45395.0,Lower middle,Post graduate,yes,yes,1,0,145,1,1,33,2,1,1,1,4,1,4,6,no,no,no,no,no,no,no,0,10,0.1,0.4,0.4,0.1,0.5,10
1262,Upper middle class,65,9,Elderly,frequent,85485.0,1409,84076.0,High,Graduate,no,no,0,0,630,0,26,611,44,18,54,1,6,6,6,2,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.16666666666666666,19
1263,Highest economic class,79,9,Elderly,not frequent,55956.0,1037,54919.0,Lower middle,Graduate,yes,no,0,0,760,0,38,104,50,9,38,2,7,3,4,4,no,yes,no,no,no,no,no,1,16,0.125,0.25,0.4375,0.1875,0.3333333333333333,16
1264,Highest economic class,60,10,MiddleAge,not frequent,64191.0,840,63351.0,Upper middle,Post graduate,no,no,1,0,420,1,15,186,151,38,15,3,5,3,13,3,no,no,no,no,no,no,no,0,24,0.125,0.5416666666666666,0.20833333333333334,0.125,0.25,24
1265,Low,51,11,MiddleAge,not frequent,38808.0,263,38545.0,Lower middle,Graduate,no,no,1,1,125,0,17,52,3,19,30,4,5,1,4,8,yes,no,no,no,no,no,yes,1,14,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.6666666666666666,14
1266,Low,57,10,MiddleAge,frequent,57183.0,615,56568.0,Upper middle,Post graduate,yes,yes,2,1,464,1,5,64,7,0,70,8,9,1,7,8,no,no,no,no,no,no,no,0,25,0.32,0.28,0.36,0.04,0.6666666666666666,25
1267,Lowest,55,11,MiddleAge,frequent,23748.0,82,23666.0,Low,Post graduate,no,no,1,1,6,0,6,29,12,15,8,3,2,1,3,8,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,9
1268,Low,52,10,MiddleAge,frequent,66303.0,1298,65005.0,Upper middle,Graduate,yes,yes,1,0,1090,1,12,96,16,12,60,4,3,4,11,8,no,yes,no,no,no,no,no,1,22,0.18181818181818182,0.5,0.13636363636363635,0.18181818181818182,0.6666666666666666,22
1269,Lowest,48,10,MiddleAge,not frequent,37368.0,32,37336.0,Lower middle,Post graduate,yes,yes,1,1,3,0,2,11,2,2,10,1,1,0,2,6,yes,no,no,no,no,no,no,1,4,0.25,0.5,0.25,0.0,0.5,4
1270,Lowest,59,10,MiddleAge,frequent,40800.0,99,40701.0,Lower middle,Graduate,yes,yes,3,1,24,2,0,27,8,30,10,2,3,0,3,7,no,no,no,no,no,yes,no,0,8,0.25,0.375,0.375,0.0,0.5833333333333334,8
1271,Upper middle class,45,11,Young,frequent,71847.0,1213,70634.0,Upper middle,Graduate,no,no,0,0,737,0,21,106,55,63,210,0,6,7,9,3,no,no,no,yes,no,no,no,1,22,0.0,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.25,22
1272,Lowest,48,10,MiddleAge,not frequent,46149.0,368,45781.0,Lower middle,Graduate,yes,yes,1,0,254,1,6,71,4,0,27,5,5,1,7,5,no,no,no,no,no,no,no,0,18,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.05555555555555555,0.4166666666666667,18
1273,Upper middle class,40,11,Young,not frequent,78687.0,2315,76372.0,Upper middle,Graduate,yes,no,0,0,817,0,185,687,145,55,241,1,4,6,8,2,no,no,yes,no,no,no,yes,1,19,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.3157894736842105,0.16666666666666666,19
1274,Lower middle,52,11,MiddleAge,frequent,49118.0,1283,47835.0,Lower middle,Graduate,no,no,0,0,620,0,54,239,99,98,119,2,9,7,10,7,no,yes,no,no,yes,no,yes,2,28,0.07142857142857142,0.35714285714285715,0.32142857142857145,0.25,0.5833333333333334,28
1275,Lowest,66,11,Elderly,not frequent,37633.0,42,37591.0,Lower middle,Post graduate,yes,yes,2,1,13,1,4,20,0,0,1,2,1,0,3,9,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.75,6
1276,Highest economic class,72,10,Elderly,not frequent,39767.0,546,39221.0,Lower middle,Post graduate,yes,no,0,0,113,0,61,204,34,26,47,2,7,1,7,8,no,no,no,no,no,no,no,0,17,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.058823529411764705,0.6666666666666666,17
1277,Highest economic class,72,11,Elderly,frequent,26997.0,457,26540.0,Low,Undergraduate,yes,no,0,0,7,0,23,78,133,49,144,2,4,2,5,7,no,no,no,no,no,no,no,0,13,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.5833333333333334,13
1278,Lowest,53,10,MiddleAge,not frequent,33986.0,46,33940.0,Lower middle,Graduate,no,no,1,1,16,0,2,18,2,1,5,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
1279,Low,51,11,MiddleAge,frequent,57091.0,496,56595.0,Upper middle,Post graduate,yes,yes,1,0,462,1,0,24,6,0,4,2,9,2,5,7,no,yes,no,no,no,no,yes,1,18,0.1111111111111111,0.2777777777777778,0.5,0.1111111111111111,0.5833333333333334,18
1280,Lowest,54,10,MiddleAge,frequent,46831.0,80,46751.0,Lower middle,Graduate,yes,yes,2,1,22,1,2,10,6,4,34,2,1,2,2,4,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.3333333333333333,7
1281,Lower middle,51,10,MiddleAge,frequent,83151.0,2493,80658.0,Upper middle,Post graduate,yes,no,0,0,968,0,147,842,137,42,210,1,5,7,10,2,yes,no,yes,yes,no,no,yes,3,23,0.043478260869565216,0.43478260869565216,0.21739130434782608,0.30434782608695654,0.16666666666666666,23
1282,Highest economic class,52,11,MiddleAge,frequent,52531.0,906,51625.0,Lower middle,Graduate,yes,no,0,0,283,0,112,151,51,72,125,2,7,2,10,6,no,no,no,no,no,no,no,0,21,0.09523809523809523,0.47619047619047616,0.3333333333333333,0.09523809523809523,0.5,21
1283,Lowest,67,10,Elderly,not frequent,15759.0,19,15740.0,Low,Graduate,yes,no,0,0,1,0,2,5,6,0,3,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
1284,Lowest,52,10,MiddleAge,frequent,22804.0,27,22777.0,Low,Graduate,no,no,1,1,14,0,1,7,2,1,1,1,2,0,2,9,no,no,no,no,no,no,no,0,5,0.2,0.4,0.4,0.0,0.75,5
1285,Lowest,50,9,MiddleAge,not frequent,43050.0,81,42969.0,Lower middle,Graduate,yes,yes,1,1,30,0,5,24,6,3,8,2,2,0,4,5,no,no,no,no,no,no,no,0,8,0.25,0.5,0.25,0.0,0.4166666666666667,8
1286,Lowest,46,10,MiddleAge,frequent,42997.0,15,42982.0,Lower middle,Post graduate,no,no,2,1,4,1,0,5,0,1,5,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
1287,Lowest,60,9,MiddleAge,not frequent,48918.0,62,48856.0,Lower middle,Post graduate,no,no,2,1,52,1,0,9,0,0,1,2,1,0,4,4,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.3333333333333333,7
1288,Lowest,69,9,Elderly,not frequent,60033.0,199,59834.0,Upper middle,Post graduate,yes,yes,1,0,62,1,1,57,19,11,48,2,2,1,5,2,no,no,no,no,no,no,no,0,10,0.2,0.5,0.2,0.1,0.16666666666666666,10
1289,Lowest,45,10,Young,frequent,34043.0,51,33992.0,Lower middle,Post graduate,yes,yes,1,1,20,0,2,14,3,0,10,1,2,0,2,9,no,no,no,no,no,no,no,0,5,0.2,0.4,0.4,0.0,0.75,5
1290,Low,57,10,MiddleAge,not frequent,57811.0,809,57002.0,Upper middle,Graduate,yes,yes,1,0,545,1,7,114,37,21,78,5,7,2,11,5,no,yes,no,no,no,no,no,1,25,0.2,0.44,0.28,0.08,0.4166666666666667,25
1291,Upper middle class,77,9,Elderly,not frequent,78569.0,1815,76754.0,Upper middle,Graduate,yes,no,0,0,558,0,79,622,207,175,95,1,4,6,4,1,no,no,yes,no,no,no,yes,1,15,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.4,0.08333333333333333,15
1292,Lowest,45,11,Young,not frequent,7500.0,62,7438.0,Low,Graduate,no,no,2,1,6,1,5,4,13,4,25,4,2,1,3,6,no,no,no,no,no,no,no,0,10,0.4,0.3,0.2,0.1,0.5,10
1293,Lower middle,70,10,Elderly,frequent,94384.0,2326,92058.0,High,Graduate,yes,no,0,0,1111,0,24,790,160,45,172,0,5,8,5,2,no,yes,yes,yes,no,no,yes,3,18,0.0,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.16666666666666666,18
1294,Lowest,38,9,Young,frequent,23148.0,43,23105.0,Low,Graduate,yes,no,0,0,4,0,6,8,6,3,10,1,2,0,3,7,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.3333333333333333,0.0,0.5833333333333334,6
1295,Lowest,53,10,MiddleAge,not frequent,44267.0,315,43952.0,Lower middle,Graduate,no,no,2,1,183,1,5,65,3,5,49,5,5,2,4,9,no,no,no,no,no,no,no,0,16,0.3125,0.25,0.3125,0.125,0.75,16
1296,Upper middle class,44,11,Young,frequent,71626.0,1377,70249.0,Upper middle,Graduate,yes,no,0,0,546,0,72,376,94,145,72,1,5,5,8,3,no,yes,no,no,no,no,no,1,19,0.05263157894736842,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.25,19
1297,Low,57,10,MiddleAge,frequent,60894.0,839,60055.0,Upper middle,Graduate,yes,yes,1,0,606,1,7,155,10,0,54,5,10,3,8,7,no,no,no,no,no,no,no,0,26,0.19230769230769232,0.3076923076923077,0.38461538461538464,0.11538461538461539,0.5833333333333334,26
1298,Low,47,10,MiddleAge,frequent,50200.0,407,49793.0,Lower middle,Graduate,yes,yes,2,1,266,1,6,51,8,6,64,6,7,1,5,8,no,no,no,no,no,no,no,0,19,0.3157894736842105,0.2631578947368421,0.3684210526315789,0.05263157894736842,0.6666666666666666,19
1299,Lower middle,58,9,MiddleAge,not frequent,81051.0,1530,79521.0,Upper middle,Post graduate,yes,no,0,0,1142,0,29,249,38,29,14,1,5,5,12,2,no,yes,yes,no,no,no,no,2,23,0.043478260869565216,0.5217391304347826,0.21739130434782608,0.21739130434782608,0.16666666666666666,23
1300,Lower middle,41,9,Young,not frequent,65169.0,1189,63980.0,Upper middle,Graduate,yes,no,0,0,1074,0,0,69,0,0,46,1,10,4,13,6,yes,no,yes,yes,yes,no,yes,4,28,0.03571428571428571,0.4642857142857143,0.35714285714285715,0.14285714285714285,0.5,28
1301,Highest economic class,51,10,MiddleAge,not frequent,59868.0,1245,58623.0,Upper middle,Graduate,yes,yes,1,0,771,1,51,154,54,10,154,7,11,2,12,6,no,no,no,no,no,no,no,0,32,0.21875,0.375,0.34375,0.0625,0.5,32
1302,Highest economic class,63,9,MiddleAge,frequent,65695.0,688,65007.0,Upper middle,Post graduate,yes,yes,1,0,371,1,32,189,0,58,6,2,5,4,10,4,no,no,no,no,no,no,no,0,21,0.09523809523809523,0.47619047619047616,0.23809523809523808,0.19047619047619047,0.3333333333333333,21
1303,Upper middle class,67,11,Elderly,frequent,64857.0,1554,63303.0,Upper middle,Post graduate,no,no,0,0,556,0,14,717,210,0,43,1,7,5,10,4,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.43478260869565216,0.30434782608695654,0.21739130434782608,0.3333333333333333,23
1304,Lowest,58,10,MiddleAge,frequent,45143.0,316,44827.0,Lower middle,Post graduate,yes,yes,1,0,202,1,5,74,11,5,14,3,6,1,5,7,no,no,no,no,no,no,no,0,15,0.2,0.3333333333333333,0.4,0.06666666666666667,0.5833333333333334,15
1305,Upper middle class,68,10,Elderly,not frequent,74805.0,982,73823.0,Upper middle,Graduate,yes,yes,1,0,209,1,162,209,41,162,37,5,4,7,10,2,no,no,no,no,no,no,no,0,26,0.19230769230769232,0.38461538461538464,0.15384615384615385,0.2692307692307692,0.16666666666666666,26
1306,Lowest,34,9,Young,frequent,59060.0,314,58746.0,Upper middle,Graduate,yes,yes,1,1,35,0,40,111,36,40,12,3,3,1,7,4,no,no,no,no,no,no,no,0,14,0.21428571428571427,0.5,0.21428571428571427,0.07142857142857142,0.3333333333333333,14
1307,Lowest,61,10,MiddleAge,not frequent,27238.0,57,27181.0,Low,Post graduate,no,no,2,1,37,1,0,17,0,0,3,3,3,0,3,9,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,9
1308,Highest economic class,58,10,MiddleAge,frequent,47009.0,493,46516.0,Lower middle,Graduate,yes,yes,1,0,171,1,45,73,59,10,90,4,3,2,8,4,no,no,no,no,no,no,no,0,17,0.23529411764705882,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.3333333333333333,17
1309,Lowest,50,9,MiddleAge,frequent,46094.0,46,46048.0,Lower middle,Graduate,yes,yes,2,1,12,1,2,20,3,2,5,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
1310,Lowest,51,10,MiddleAge,frequent,40321.0,106,40215.0,Lower middle,Graduate,yes,yes,2,1,44,1,4,21,6,0,27,2,3,0,3,7,no,no,no,no,no,no,no,0,8,0.25,0.375,0.375,0.0,0.5833333333333334,8
1311,Lowest,39,9,Young,frequent,37235.0,63,37172.0,Lower middle,Graduate,yes,yes,1,1,20,0,2,9,4,6,20,1,1,1,2,4,no,no,no,no,no,no,no,0,5,0.2,0.4,0.2,0.2,0.3333333333333333,5
1312,Upper middle class,63,10,MiddleAge,not frequent,81843.0,1729,80114.0,Upper middle,Post graduate,yes,no,0,0,779,0,86,537,34,69,138,1,5,9,12,3,no,no,no,no,no,no,no,0,27,0.037037037037037035,0.4444444444444444,0.18518518518518517,0.3333333333333333,0.25,27
1313,Low,65,10,Elderly,not frequent,46692.0,403,46289.0,Lower middle,Post graduate,yes,yes,1,0,170,1,6,97,24,12,88,3,6,1,5,6,no,no,no,no,no,no,no,0,15,0.2,0.3333333333333333,0.4,0.06666666666666667,0.5,15
1314,Upper middle class,55,9,MiddleAge,not frequent,77382.0,1169,76213.0,Upper middle,Graduate,yes,yes,1,0,491,1,48,231,112,105,134,2,5,7,12,1,no,no,yes,no,no,no,no,1,26,0.07692307692307693,0.46153846153846156,0.19230769230769232,0.2692307692307692,0.08333333333333333,26
1315,Low,46,11,MiddleAge,not frequent,37774.0,481,37293.0,Lower middle,Graduate,no,no,2,2,173,0,8,107,7,2,176,4,7,2,3,9,yes,no,no,no,no,yes,yes,1,16,0.25,0.1875,0.4375,0.125,0.75,16
1316,Lowest,49,9,MiddleAge,not frequent,18393.0,60,18333.0,Low,Undergraduate,yes,yes,1,1,7,0,10,13,16,0,4,2,3,0,3,8,no,no,no,no,no,no,no,0,8,0.25,0.375,0.375,0.0,0.6666666666666666,8
1317,Low,61,10,MiddleAge,not frequent,72828.0,1678,71150.0,Upper middle,Post graduate,yes,yes,1,0,1205,1,0,235,19,14,205,6,6,3,13,7,no,no,no,no,no,no,no,0,28,0.21428571428571427,0.4642857142857143,0.21428571428571427,0.10714285714285714,0.5833333333333334,28
1318,Lowest,41,9,Young,frequent,24711.0,65,24646.0,Low,Graduate,yes,no,0,0,10,0,7,25,6,3,7,1,3,0,3,7,no,no,no,no,no,no,no,0,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.5833333333333334,7
1319,Lowest,48,10,MiddleAge,frequent,45503.0,174,45329.0,Lower middle,Post graduate,yes,yes,1,1,97,0,4,44,6,1,18,1,3,1,4,5,no,no,no,no,no,no,no,0,9,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.4166666666666667,9
1320,Lowest,41,10,Young,not frequent,6560.0,384,6176.0,Low,Post graduate,no,no,0,0,67,0,11,26,4,3,262,0,1,0,1,17,no,no,no,no,no,no,no,0,2,0.0,0.5,0.5,0.0,1.4166666666666667,2
1321,Highest economic class,78,10,Elderly,not frequent,71604.0,1249,70355.0,Upper middle,Post graduate,yes,no,0,0,345,0,53,528,98,75,97,1,8,3,5,4,yes,no,no,no,no,no,yes,1,17,0.058823529411764705,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.3333333333333333,17
1322,Lowest,44,9,Young,frequent,27244.0,106,27138.0,Low,Graduate,yes,yes,1,1,6,0,5,17,3,24,46,2,2,2,2,7,no,no,no,no,no,no,no,0,8,0.25,0.25,0.25,0.25,0.5833333333333334,8
1323,Low,54,11,MiddleAge,not frequent,48752.0,373,48379.0,Lower middle,Graduate,yes,yes,2,1,73,1,57,100,71,15,0,5,6,1,5,9,no,no,no,no,no,no,yes,0,17,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.75,17
1324,Lower middle,61,10,MiddleAge,not frequent,71434.0,1436,69998.0,Upper middle,Graduate,yes,yes,1,0,711,1,36,217,172,96,168,3,7,4,7,4,no,yes,no,yes,no,no,no,2,21,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.19047619047619047,0.3333333333333333,21
1325,Upper middle class,75,10,Elderly,frequent,90842.0,1494,89348.0,High,Graduate,no,no,0,0,774,0,70,118,182,187,93,1,4,9,13,1,no,no,no,no,no,no,no,0,27,0.037037037037037035,0.48148148148148145,0.14814814814814814,0.3333333333333333,0.08333333333333333,27
1326,Lower middle,45,11,Young,not frequent,88097.0,844,87253.0,High,Post graduate,yes,yes,1,1,163,0,0,480,0,126,75,1,6,5,8,9,no,yes,yes,yes,no,no,yes,3,20,0.05,0.4,0.3,0.25,0.75,20
1327,Lowest,48,10,MiddleAge,frequent,51948.0,344,51604.0,Lower middle,Graduate,yes,yes,1,0,82,1,33,54,71,30,41,2,5,2,4,5,no,no,no,no,no,no,no,0,13,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.4166666666666667,13
1328,Upper middle class,41,10,Young,not frequent,71853.0,1257,70596.0,Upper middle,Graduate,yes,no,0,0,358,0,108,413,141,97,32,1,2,8,6,1,no,no,no,no,no,no,no,0,17,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.47058823529411764,0.08333333333333333,17
1329,Lowest,40,9,Young,not frequent,35876.0,131,35745.0,Lower middle,Post graduate,yes,no,0,0,66,0,2,40,4,3,14,1,3,1,3,6,no,no,no,no,no,no,no,0,8,0.125,0.375,0.375,0.125,0.5,8
1330,Lowest,71,10,Elderly,not frequent,40049.0,38,40011.0,Lower middle,Graduate,no,no,1,0,13,1,6,7,0,3,3,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1331,Low,41,11,Young,not frequent,39660.0,312,39348.0,Lower middle,Graduate,no,no,1,1,139,0,13,78,20,13,36,3,7,1,3,9,no,no,no,no,no,no,yes,0,14,0.21428571428571427,0.21428571428571427,0.5,0.07142857142857142,0.75,14
1332,Low,61,9,MiddleAge,frequent,50127.0,320,49807.0,Lower middle,Graduate,yes,yes,1,0,274,1,0,21,4,6,15,1,5,1,6,6,no,yes,no,no,no,no,no,1,13,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.5,13
1333,Low,46,11,MiddleAge,not frequent,43263.0,447,42816.0,Lower middle,Post graduate,yes,yes,1,0,262,1,6,61,0,10,102,3,5,2,6,5,no,no,no,no,no,no,no,0,16,0.1875,0.375,0.3125,0.125,0.4166666666666667,16
1334,Low,74,11,Elderly,not frequent,62845.0,1178,61667.0,Upper middle,Post graduate,yes,yes,2,1,1099,1,0,45,0,0,34,11,3,4,10,8,no,yes,no,no,no,no,yes,1,28,0.39285714285714285,0.35714285714285715,0.10714285714285714,0.14285714285714285,0.6666666666666666,28
1335,Lowest,33,10,Young,not frequent,18929.0,85,18844.0,Low,Graduate,yes,no,0,0,32,0,0,8,23,4,18,1,1,0,4,6,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.5,6
1336,Lowest,41,10,Young,frequent,24367.0,28,24339.0,Low,Undergraduate,no,no,1,1,2,0,4,2,0,11,5,1,1,0,2,9,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.75,4
1337,Lowest,48,10,MiddleAge,not frequent,33249.0,122,33127.0,Lower middle,Graduate,no,no,1,1,6,0,10,21,19,14,42,2,2,1,3,6,no,no,no,no,no,no,no,0,8,0.25,0.375,0.25,0.125,0.5,8
1338,Lowest,64,10,Elderly,not frequent,26887.0,37,26850.0,Low,Graduate,yes,yes,1,0,6,1,7,4,3,4,6,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1339,Highest economic class,40,10,Young,not frequent,50150.0,456,49694.0,Lower middle,Post graduate,yes,no,0,0,135,0,46,92,65,61,11,2,5,2,7,5,no,no,no,no,no,no,no,0,16,0.125,0.4375,0.3125,0.125,0.4166666666666667,16
1340,Low,47,10,MiddleAge,not frequent,62061.0,807,61254.0,Upper middle,Graduate,yes,yes,1,0,641,1,7,84,0,30,38,3,10,4,7,6,no,yes,no,no,no,no,no,1,24,0.125,0.2916666666666667,0.4166666666666667,0.16666666666666666,0.5,24
1341,Upper middle class,61,10,MiddleAge,frequent,85696.0,1389,84307.0,High,Post graduate,no,no,0,0,714,0,76,395,116,0,12,1,4,6,9,1,no,no,no,no,no,no,yes,0,20,0.05,0.45,0.2,0.3,0.08333333333333333,20
1342,Upper middle class,67,10,Elderly,frequent,76542.0,1556,74986.0,Upper middle,Post graduate,yes,no,0,0,794,0,73,573,0,29,14,1,4,8,10,2,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.43478260869565216,0.17391304347826086,0.34782608695652173,0.16666666666666666,23
1343,Upper middle class,30,10,Young,not frequent,70515.0,1258,69257.0,Upper middle,Graduate,no,no,0,0,420,0,0,452,182,64,140,1,6,6,4,2,no,no,no,no,no,no,yes,0,17,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.16666666666666666,17
1344,Lowest,36,11,Young,not frequent,18227.0,30,18197.0,Low,Graduate,yes,yes,1,1,1,0,2,7,4,3,11,1,0,1,2,8,no,no,no,no,no,no,no,0,4,0.25,0.5,0.0,0.25,0.6666666666666666,4
1345,Lowest,58,9,MiddleAge,not frequent,69139.0,239,68900.0,Upper middle,Graduate,yes,yes,1,0,86,1,12,75,33,15,6,1,4,1,5,4,no,no,no,no,no,no,no,0,11,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.3333333333333333,11
1346,Lower middle,41,11,Young,not frequent,69109.0,1580,67529.0,Upper middle,Graduate,yes,no,0,0,823,0,25,459,124,29,95,1,6,6,7,4,no,no,yes,no,no,no,yes,1,20,0.05,0.35,0.3,0.3,0.3333333333333333,20
1347,Upper middle class,61,10,MiddleAge,not frequent,69627.0,1022,68605.0,Upper middle,Graduate,no,no,1,0,231,1,161,215,171,30,53,2,8,2,11,5,no,no,no,no,no,no,no,0,23,0.08695652173913043,0.4782608695652174,0.34782608695652173,0.08695652173913043,0.4166666666666667,23
1348,Lowest,45,10,Young,frequent,38136.0,118,38018.0,Lower middle,Graduate,yes,yes,1,1,8,0,15,27,0,20,33,2,3,1,2,8,yes,no,no,no,no,no,no,1,8,0.25,0.25,0.375,0.125,0.6666666666666666,8
1349,Highest economic class,77,9,Elderly,frequent,62159.0,651,61508.0,Upper middle,Post graduate,no,no,0,0,182,0,17,259,77,70,29,1,6,2,10,4,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.5263157894736842,0.3157894736842105,0.10526315789473684,0.3333333333333333,19
1350,Upper middle class,60,10,MiddleAge,frequent,80695.0,2047,78648.0,Upper middle,Graduate,no,no,0,0,557,0,129,984,193,37,18,1,5,8,5,2,no,no,no,no,no,no,no,0,19,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,0.16666666666666666,19
1351,Lowest,52,10,MiddleAge,not frequent,33316.0,132,33184.0,Lower middle,Post graduate,no,no,2,1,79,1,1,31,4,4,12,3,2,1,4,6,no,no,no,no,no,no,no,0,10,0.3,0.4,0.2,0.1,0.5,10
1352,Low,55,11,MiddleAge,frequent,58554.0,610,57944.0,Upper middle,Graduate,yes,yes,2,1,368,1,24,68,38,0,88,6,8,2,6,7,no,no,no,no,no,no,no,0,22,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.5833333333333334,22
1353,Lowest,31,10,Young,not frequent,17256.0,66,17190.0,Low,Undergraduate,yes,yes,1,1,6,0,4,14,8,8,22,2,2,1,2,8,yes,no,no,no,no,no,no,1,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.6666666666666666,7
1354,Low,49,10,MiddleAge,not frequent,53034.0,462,52572.0,Lower middle,Graduate,no,no,2,1,160,1,15,196,15,11,50,8,6,1,7,8,no,no,no,no,no,no,no,0,22,0.36363636363636365,0.3181818181818182,0.2727272727272727,0.045454545454545456,0.6666666666666666,22
1355,Highest economic class,73,11,Elderly,not frequent,52203.0,960,51243.0,Lower middle,Graduate,yes,no,0,0,488,0,21,238,56,108,28,1,8,7,11,6,no,no,no,no,no,no,no,0,27,0.037037037037037035,0.4074074074074074,0.2962962962962963,0.25925925925925924,0.5,27
1356,Low,46,10,MiddleAge,not frequent,59601.0,804,58797.0,Upper middle,Graduate,no,no,1,0,691,1,7,69,0,7,23,4,2,2,7,8,no,yes,no,no,no,no,no,1,15,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.6666666666666666,15
1357,Upper middle class,65,11,Elderly,frequent,75154.0,1153,74001.0,Upper middle,Post graduate,no,no,1,0,543,1,10,205,160,143,82,1,6,3,6,3,no,no,no,no,no,no,yes,0,16,0.0625,0.375,0.375,0.1875,0.25,16
1358,Lowest,47,10,MiddleAge,frequent,47025.0,422,46603.0,Lower middle,Graduate,no,no,1,0,254,1,7,108,20,0,26,3,6,3,5,6,no,no,no,no,no,no,no,0,17,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.5,17
1359,Lowest,50,10,MiddleAge,frequent,37971.0,34,37937.0,Lower middle,Graduate,yes,yes,1,1,5,0,4,10,2,2,7,1,1,0,3,8,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.6666666666666666,5
1360,Lowest,55,10,MiddleAge,not frequent,41335.0,206,41129.0,Lower middle,Post graduate,no,no,1,1,112,0,19,21,16,14,5,3,4,1,4,7,no,no,no,no,no,no,no,0,12,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
